mz,intensity
234.5,34.0
235.0,10.3
235.5,17.4
236.0,17.2
236.5,21.8
237.0,17.0
237.5,16.5
238.0,27.8
238.5,21.8
239.0,12.7
239.5,34.6
240.0,30.3
240.5,16.1
241.0,28.3
241.5,15.1
242.0,31.9
242.5,18.6
243.0,14.7
243.5,17.5
244.0,15.0
244.5,21.9
245.0,21.8
245.5,20.6
246.0,16.3
246.5,4.7
247.0,21.1
247.5,9.5
248.0,22.4
248.5,31.9
249.0,22.7
249.5,17.4
250.0,18.9
250.5,19.3
251.0,16.3
251.5,16.1
252.0,14.0
252.5,32.7
253.0,20.2
253.5,29.8
254.0,18.4
254.5,20.9
255.0,19.0
255.5,24.4
256.0,28.3
256.5,22.4
257.0,15.5
257.5,14.9
258.0,39.4
258.5,18.2
259.0,18.1
259.5,36.5
260.0,31.4
260.5,25.1
261.0,17.3
261.5,52.1
262.0,23.8
262.5,25.3
263.0,19.0
263.5,11.5
264.0,11.9
264.5,23.9
265.0,23.8
265.5,18.5
266.0,12.7
266.5,11.4
267.0,17.8
267.5,11.3
268.0,29.1
268.5,32.2
269.0,63.0
269.5,28.9
270.0,16.0
270.5,14.3
271.0,5.1
271.5,16.0
272.0,18.9
272.5,29.9
273.0,25.9
273.5,25.7
274.0,22.1
274.5,26.5
275.0,36.2
275.5,13.3
276.0,16.9
276.5,11.7
277.0,38.8
277.5,34.1
278.0,27.4
278.5,12.6
279.0,21.8
279.5,18.5
280.0,21.0
280.5,18.8
281.0,25.0
281.5,17.3
282.0,28.6
282.5,22.4
283.0,18.1
283.5,19.4
284.0,17.0
284.5,28.1
285.0,18.2
285.5,22.9
286.0,17.4
286.5,11.2
287.0,29.2
287.5,13.3
288.0,26.7
288.5,24.0
289.0,10.5
289.5,13.9
290.0,16.5
290.5,14.6
291.0,12.7
291.5,27.3
292.0,18.5
292.5,23.7
293.0,17.1
293.5,23.0
294.0,15.0
294.5,20.1
295.0,25.6
295.5,20.7
296.0,16.9
296.5,13.2
297.0,21.7
297.5,23.3
298.0,18.3
298.5,14.9
299.0,25.2
299.5,54.8
300.0,18.0
