mz,intensity
260.0,19.5
260.5,17.7
261.0,15.4
261.5,17.4
262.0,15.1
262.5,25.1
263.0,37.3
263.5,9.4
264.0,19.4
264.5,17.2
265.0,24.7
265.5,13.9
266.0,19.2
266.5,13.4
267.0,26.8
267.5,21.1
268.0,19.0
268.5,23.6
269.0,18.4
269.5,10.9
270.0,25.8
270.5,22.8
271.0,19.1
271.5,30.1
272.0,33.1
272.5,13.1
273.0,14.9
273.5,37.7
274.0,35.8
274.5,15.1
275.0,12.7
275.5,15.7
276.0,16.6
276.5,10.8
277.0,20.6
277.5,12.2
278.0,12.5
278.5,29.3
279.0,15.5
279.5,19.7
280.0,26.1
280.5,28.1
281.0,17.8
281.5,20.7
282.0,14.6
282.5,40.9
283.0,26.3
283.5,13.1
284.0,20.3
284.5,27.0
285.0,24.6
285.5,42.2
286.0,35.2
286.5,16.4
287.0,19.6
287.5,12.2
288.0,22.4
288.5,21.6
289.0,59.9
289.5,21.1
290.0,8.8
290.5,15.5
291.0,21.2
291.5,12.3
292.0,14.4
292.5,17.5
293.0,23.3
293.5,19.0
294.0,14.2
294.5,27.8
295.0,16.4
295.5,16.6
296.0,11.7
296.5,14.8
297.0,26.4
297.5,10.6
298.0,19.7
298.5,27.1
299.0,17.5
299.5,22.4
300.0,13.0
