mz,rf_importance,svm_importance,gb_importance,lr_importance,ridge_importance,vip_score,n_methods,in_rf_top,in_svm_top,in_gb_top,in_lr_top,in_ridge_top,in_vip_top,mean_CondA,ridge_CondA,mean_CondB,ridge_CondB,top_condition_mean,mean_margin,top_condition_ridge,ridge_direction,fold_change,log2_fold_change,p_value,q_value_BH,fc_top_group,fc_bottom_group,univariate_test,rf_perm_importance_mean,gb_perm_importance_mean
162.25245049009803,0.016666666666666666,0.021054889597411412,0.0,0.09193914486146441,0.020994429772104584,1.929329549142438,6,True,True,True,True,True,True,0.18447664644494044,0.020994429772104584,-0.1844766464449404,-0.020994429772104584,CondA,-1.0000000000000002,CondA,elevated,-0.9999999999999999,-1.6017132519074588e-16,0.18185015410467265,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
165.75315063012602,0.01,0.021851594530426413,0.0,0.09577073158629043,0.02178895667631442,1.982835690567645,6,True,True,True,True,True,True,-0.18784357591765347,-0.02178895667631442,0.18784357591765388,0.02178895667631442,CondB,-1.0000000000000022,CondB,elevated,-1.0000000000000022,3.2034265038149143e-15,0.10927790260169669,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
192.7585517103421,0.007142857142857143,0.014081268522836792,0.0,0.06548090111188885,0.01405307541221062,1.5644326808697846,6,True,True,True,True,True,True,0.15056753880852067,0.01405307541221062,-0.15056753880852075,-0.01405307541221062,CondA,-0.9999999999999994,CondA,elevated,-1.0000000000000004,6.406853007629834e-16,0.05519947755438292,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
108.74174834966993,0.014142857142857145,0.017811324480536628,0.0,0.0760855981600539,0.017755774785044587,1.46182098714378,5,True,True,False,True,True,True,-0.1487320168390519,-0.017755774785044587,0.1487320168390521,0.017755774785044587,CondB,-1.0000000000000013,CondB,elevated,-1.0000000000000013,1.9220559022889492e-15,0.08289287425116312,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
122.74454890978195,0.01,0.023562881110932514,0.0,0.10262942813657262,0.02349669757636028,2.1443993453509207,5,True,True,False,True,True,True,0.1389655348034999,0.02349669757636028,-0.13896553480349935,-0.02349669757636028,CondA,-1.000000000000004,CondA,elevated,-0.999999999999996,-5.766167706866863e-15,0.0743177603847764,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
146.749349869974,0.02,0.01538280298825304,0.0,0.0671547235010702,0.015341336978270632,1.4188940954604794,5,True,True,False,True,True,True,0.11251888977284252,0.015341336978270632,-0.11251888977284215,-0.015341336978270632,CondA,-1.0000000000000036,CondA,elevated,-0.9999999999999966,-4.965311080913131e-15,0.20969219503530342,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
150.75015003000598,0.0028571428571428576,0.015796769120201865,0.0,0.0675132226670612,0.015746831654107694,1.3545709798164263,5,False,True,True,True,True,True,0.09497309042952069,0.015746831654107694,-0.09497309042952085,-0.015746831654107694,CondA,-0.9999999999999984,CondA,elevated,-1.0000000000000016,2.2423985526704407e-15,0.11077185944069565,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
184.25685137027406,0.01,0.015795778637039553,0.0,0.06851508553048319,0.015746154607960437,1.3749649956755872,5,True,True,False,True,True,True,-0.12293215018154674,-0.015746154607960437,0.12293215018154684,0.015746154607960437,CondB,-1.0000000000000009,CondB,elevated,-1.0000000000000009,1.2813706015259665e-15,0.26131139840088746,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
196.25925185037005,0.0,0.02297684318425627,0.0,0.09929999451041525,0.02290606779471109,2.0242381957671807,5,False,True,True,True,True,True,0.13654168570644723,0.02290606779471109,-0.13654168570644742,-0.02290606779471109,CondA,-0.9999999999999983,CondA,elevated,-1.0000000000000016,2.2423985526704407e-15,0.09901953601393881,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
205.24104820964195,0.02,0.01929775551036945,0.0,0.08226847761970581,0.01922982807754675,1.6125748517655905,5,True,True,False,True,True,True,-0.12817695128627124,-0.01922982807754675,0.12817695128627085,0.01922982807754675,CondB,-0.999999999999997,CondB,elevated,-0.999999999999997,-4.324625780150146e-15,0.2380404881812562,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
234.74694938987798,0.017142857142857144,0.02080514165350303,0.0,0.08791134608367063,0.02073072671572875,1.6784455614885632,5,True,True,False,True,True,True,-0.14141744868946646,-0.02073072671572875,0.1414174486894668,0.02073072671572875,CondB,-1.0000000000000022,CondB,elevated,-1.0000000000000022,3.2034265038149143e-15,0.1406357606316016,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
242.74854970994198,0.01,0.017493195686695884,0.0,0.07471673328943142,0.017434308911197297,1.5312436811061512,5,True,True,False,True,True,True,0.12998928770043072,0.017434308911197297,-0.12998928770043075,-0.017434308911197297,CondA,-0.9999999999999998,CondA,elevated,-1.0000000000000002,3.203426503814917e-16,0.057184948676052845,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
264.752950590118,0.01,0.0154350327511191,0.0,0.06843224703673327,0.015393795620842173,1.4628043064277214,5,True,True,False,True,True,True,0.11356378050477971,0.015393795620842173,-0.1135637805047794,-0.015393795620842173,CondA,-1.0000000000000027,CondA,elevated,-0.9999999999999973,-3.844111804577906e-15,0.30372786302623594,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
265.753150630126,0.030476190476190476,0.01787903386221213,0.0,0.0777071224383147,0.017828939361678463,1.602722485878636,5,True,True,False,True,True,True,-0.14966366869795922,-0.017828939361678463,0.1496636686979594,0.017828939361678463,CondB,-1.0000000000000016,CondB,elevated,-1.0000000000000016,2.2423985526704407e-15,0.14001386785777248,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.041666666666666664
275.75515103020604,0.01,0.017822549550363834,0.0,0.07743466005400415,0.017770096693191344,1.6325758885163577,5,True,True,False,True,True,True,-0.1280035329749579,-0.017770096693191344,0.12800353297495737,0.017770096693191344,CondB,-0.9999999999999959,CondB,elevated,-0.9999999999999959,-5.92633903205761e-15,0.24770163041170676,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
276.25525105021006,0.01,0.0243457666893539,0.0,0.10498139577983796,0.02426781288935316,2.098233935872739,5,True,True,False,True,True,True,-0.17775005534670896,-0.02426781288935316,0.17775005534670915,0.02426781288935316,CondB,-1.0000000000000013,CondB,elevated,-1.0000000000000013,1.9220559022889492e-15,0.06400129904589189,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
284.75695139027806,0.01,0.019227906910441614,0.0,0.08451590239302255,0.01917404877404879,1.793615085485224,5,True,True,False,True,True,True,-0.195500993683034,-0.01917404877404879,0.195500993683034,0.01917404877404879,CondB,-1.0,CondB,elevated,-0.9999999999999997,-4.805139755722377e-16,0.15965182600642505,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
295.7591518303661,0.007142857142857143,0.02123007286155738,0.0,0.08951058187892434,0.021153706838135715,1.7403630362308016,5,True,True,False,True,True,True,-0.15115548161996073,-0.021153706838135715,0.15115548161996087,0.021153706838135715,CondB,-1.000000000000001,CondB,elevated,-1.000000000000001,1.601713251907458e-15,0.11527391797881312,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
299.7399479895979,0.007142857142857143,0.014601676096083423,0.0,0.06366697701147218,0.014559978079817503,1.2888651158759714,5,True,True,True,True,True,False,0.13047120584608543,0.014559978079817503,-0.13047120584608513,-0.014559978079817503,CondA,-1.0000000000000024,CondA,elevated,-0.9999999999999974,-3.68394047938716e-15,0.1762919301069783,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
112.74254850970196,0.0,0.020180839627538402,0.0,0.08844289668036918,0.020124091510352757,1.8766830638991763,4,False,True,False,True,True,True,-0.1848201194943041,-0.020124091510352757,0.18482011949430424,0.020124091510352757,CondB,-1.0000000000000007,CondB,elevated,-1.0000000000000007,9.61027951144475e-16,0.12263453124726076,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.041666666666666664
113.24264852970595,0.007000000000000001,0.015301156643585756,0.0,0.06799018429206458,0.015259928733848313,1.4703404830725264,4,False,True,False,True,True,True,-0.14172602217832986,-0.015259928733848313,0.14172602217832989,0.015259928733848313,CondB,-1.0000000000000002,CondB,elevated,-1.0000000000000002,3.203426503814917e-16,0.30298633283583465,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
125.24504900980197,0.0,0.01676043204264405,0.0,0.07199831692980246,0.016709580961181712,1.3985896415833514,4,False,True,False,True,True,True,-0.1299358763565953,-0.016709580961181712,0.12993587635659543,0.016709580961181712,CondB,-1.000000000000001,CondB,elevated,-1.000000000000001,1.601713251907458e-15,0.07002049028176416,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
128.24564912982595,0.0,0.015140208579011546,0.0,0.06542699121475257,0.015089899525263595,1.3091762294595126,4,False,True,False,True,True,True,0.10024922355878647,0.015089899525263595,-0.10024922355878674,-0.015089899525263595,CondA,-0.9999999999999973,CondA,elevated,-1.0000000000000027,3.844111804577896e-15,0.24711855911703864,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
146.24924984997,0.0,0.015682179427050292,0.0,0.06841572035636437,0.01563767444349919,1.4448834671604693,4,False,True,False,True,True,True,0.11583495607609895,0.01563767444349919,-0.11583495607609924,-0.01563767444349919,CondA,-0.9999999999999974,CondA,elevated,-1.0000000000000024,3.523769154196405e-15,0.21134590781054013,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
164.75295059011805,0.0,0.015333671225962275,0.0,0.065010845990039,0.015287731134900607,1.2592512186298037,4,False,True,True,True,True,False,0.12064964443025794,0.015287731134900607,-0.12064964443025827,-0.015287731134900607,CondA,-0.9999999999999972,CondA,elevated,-1.0000000000000027,3.844111804577896e-15,0.25707872100178436,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
172.25445089017802,0.0,0.015792406679604437,0.0,0.06782765866651239,0.01574532556486165,1.3522610805648796,4,False,True,False,True,True,True,-0.10617794728881332,-0.01574532556486165,0.10617794728881343,0.01574532556486165,CondB,-1.000000000000001,CondB,elevated,-1.000000000000001,1.601713251907458e-15,0.22804334816754518,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
186.25725145029006,0.0,0.016973120077782365,0.0,0.07252225141004574,0.016918792556604726,1.4241593808339652,4,False,True,False,True,True,True,-0.10413079579697165,-0.016918792556604726,0.10413079579697154,0.016918792556604726,CondB,-0.9999999999999988,CondB,elevated,-0.9999999999999988,-1.7618845770982058e-15,0.1060094280263093,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
198.2596519303861,0.0,0.015828665877032327,0.0,0.07272495271032577,0.015800204955398963,1.7393092535498134,4,False,True,False,True,True,True,0.14033181978271891,0.015800204955398963,-0.1403318197827189,-0.015800204955398963,CondA,-1.0000000000000002,CondA,elevated,-0.9999999999999998,-3.203426503814918e-16,0.19528715245810013,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
199.7599519903981,0.0,0.01630637393873999,0.0,0.06976033591305819,0.0162577842726791,1.374468554549022,4,False,True,False,True,True,True,0.09427945321538593,0.0162577842726791,-0.09427945321538583,-0.0162577842726791,CondA,-1.000000000000001,CondA,elevated,-0.9999999999999988,-1.7618845770982058e-15,0.2534586255806876,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
215.74314862972597,0.0,0.017761800496129024,0.0,0.07739148667796182,0.01771245776217579,1.6189366695587593,4,False,True,False,True,True,True,0.1449837545838719,0.01771245776217579,-0.14498375458387192,-0.01771245776217579,CondA,-0.9999999999999998,CondA,elevated,-1.0000000000000002,3.203426503814917e-16,0.15895533024389438,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
228.74574914982998,0.0,0.015697172051700174,0.0,0.0685090564718263,0.015652442950588433,1.4421336244245617,4,False,True,False,True,True,True,0.12077350535189539,0.015652442950588433,-0.12077350535189535,-0.015652442950588433,CondA,-1.0000000000000004,CondA,elevated,-0.9999999999999996,-6.406853007629837e-16,0.14145249802667192,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
238.74774954991,0.0,0.0185608805788733,0.0,0.0794604421424964,0.018505723880354583,1.5870407008286085,4,False,True,False,True,True,True,0.14528685188948365,0.018505723880354583,-0.14528685188948395,-0.018505723880354583,CondA,-0.9999999999999979,CondA,elevated,-1.000000000000002,2.8830838534334232e-15,0.14437382186572842,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
249.74994998999802,0.0,0.016803920921738782,0.0,0.07557658188318098,0.01676484796703042,1.7267406617193943,4,False,True,False,True,True,True,0.14883794132793451,0.01676484796703042,-0.1488379413279346,-0.01676484796703042,CondA,-0.9999999999999992,CondA,elevated,-1.0000000000000007,9.61027951144475e-16,0.1435066487131893,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),-0.041666666666666664,0.0
268.25365073014603,0.004897959183673469,0.01733937494959689,0.0,0.07811186761593195,0.017301653245441088,1.7589843536101484,4,False,True,False,True,True,True,0.17910510673006788,0.017301653245441088,-0.17910510673006785,-0.017301653245441088,CondA,-1.0000000000000002,CondA,elevated,-0.9999999999999999,-1.6017132519074588e-16,0.0916429604728162,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
277.255451090218,0.005102040816326531,0.02007044760787639,0.0,0.08563446978630894,0.02000250243524684,1.6293323006093352,4,False,True,False,True,True,True,0.1606715719633638,0.02000250243524684,-0.16067157196336382,-0.02000250243524684,CondA,-0.9999999999999998,CondA,elevated,-1.0000000000000002,3.203426503814917e-16,0.06810213191776926,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
286.75735147029405,0.005333333333333332,0.01681265193871347,0.0,0.0743218164689206,0.016764476213954854,1.568765052138592,4,False,True,False,True,True,True,0.11705694846634869,0.016764476213954854,-0.11705694846634888,-0.016764476213954854,CondA,-0.9999999999999983,CondA,elevated,-1.0000000000000016,2.2423985526704407e-15,0.2525312079800992,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
159.751950390078,0.0,0.013897285674012709,0.0,0.06198262644103124,0.013862759292865462,1.378483084850479,3,False,False,True,True,False,True,0.10610845001214834,0.013862759292865462,-0.10610845001214837,-0.013862759292865462,CondA,-0.9999999999999998,CondA,elevated,-1.0000000000000002,3.203426503814917e-16,0.3079945831425826,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
248.74974994999002,0.0,0.015255715942297613,0.0,0.06200022695424599,0.015193666445411121,1.0562333176572447,3,False,True,False,True,True,False,0.0790896809670889,0.015193666445411121,-0.0790896809670892,-0.015193666445411121,CondA,-0.9999999999999963,CondA,elevated,-1.0000000000000038,5.44582505648535e-15,0.3214953289233814,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
254.750950190038,0.04,0.014120666478426377,0.0,0.06086085798239573,0.01408073147873316,1.2508189495164428,3,True,True,False,False,True,False,0.11387653008825831,0.01408073147873316,-0.11387653008825817,-0.01408073147873316,CondA,-1.000000000000001,CondA,elevated,-0.9999999999999988,-1.7618845770982058e-15,0.3142304566374743,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
115.24304860972194,0.0,0.013997156607146942,0.0,0.06230509622542292,0.01396434430495707,1.3259837764337516,2,False,False,False,True,False,True,-0.14875140105148255,-0.01396434430495707,0.14875140105148246,0.01396434430495707,CondB,-0.9999999999999997,CondB,elevated,-0.9999999999999997,-4.805139755722377e-16,0.18157886223032274,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),-0.08333333333333333,0.0
149.24984996999402,0.0,0.012993778650632112,0.0,0.05974103593621128,0.01296743249584625,1.3941624581598728,2,False,False,True,False,False,True,0.10356783125532865,0.01296743249584625,-0.10356783125532858,-0.01296743249584625,CondA,-1.0000000000000004,CondA,elevated,-0.9999999999999994,-8.008566259537297e-16,0.20780424403661213,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
151.25025005001,0.01,0.0035535379371948693,0.0,0.01540086312290955,0.0035445329863708617,0.33459862516100397,2,True,False,True,False,False,False,0.025969044277574533,0.0035445329863708617,-0.025969044277574144,-0.0035445329863708617,CondA,-1.0000000000000149,CondA,elevated,-0.999999999999985,-2.1623128900750855e-14,0.7329923635219998,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
152.25045009001798,0.01,7.370426601225358e-05,0.0,0.0031478362746329394,6.497669974417868e-05,0.2259121304843788,2,True,False,True,False,False,False,0.01766425617408855,-6.497669974417868e-05,-0.017664256174088788,6.497669974417868e-05,CondA,-0.9999999999999867,CondB,elevated,-1.0000000000000133,1.922055902288938e-14,0.6522075230237024,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
152.750550110022,0.02,0.007509861071625923,0.0,0.02983741321741351,0.007478313096662622,0.48053660930529596,2,True,False,True,False,False,False,-0.03762438732677442,-0.007478313096662622,0.0376243873267749,0.007478313096662622,CondB,-1.0000000000000127,CondB,elevated,-1.0000000000000127,1.8259531071744916e-14,0.7211785801977046,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
198.75975195039007,0.0,0.013263865689980692,0.0,0.061884156877990266,0.013243853100469972,1.491471643703996,2,False,False,False,True,False,True,0.15385007467134434,0.013243853100469972,-0.15385007467134423,-0.013243853100469972,CondA,-1.0000000000000007,CondA,elevated,-0.9999999999999993,-9.610279511444756e-16,0.26787630230078735,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
235.247049409882,0.004666666666666668,0.014485971251230885,0.0,0.061407245994994177,0.01443480232755363,1.1500512496035507,2,False,True,False,False,True,False,-0.1038962643912137,-0.01443480232755363,0.10389626439121373,0.01443480232755363,CondB,-1.0000000000000002,CondB,elevated,-1.0000000000000002,3.203426503814917e-16,0.22882418141112765,0.9550530974078826,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
256.75135027005405,0.0,0.014087975497924066,0.0,0.061208114121392584,0.014048190729891483,1.2944546938820423,2,False,True,False,False,True,False,0.1063046260535589,0.014048190729891483,-0.10630462605355899,-0.014048190729891483,CondA,-0.9999999999999992,CondA,elevated,-1.0000000000000009,1.2813706015259665e-15,0.3294346296087558,0.9550530974078826,CondA,CondB,Welch t-test (colony-aggregated),0.0,0.0
171.25425085017002,0.01,0.003967909888888966,0.0,0.014364251631020791,0.003943300293586233,0.10927998542407637,2,True,False,True,False,False,False,-0.010313134430955126,-0.003943300293586233,0.010313134430954682,0.003943300293586233,CondB,-0.9999999999999569,CondB,elevated,-0.9999999999999569,-6.214647417401075e-14,0.9345615288454616,0.9784761217837668,CondB,CondA,Welch t-test (colony-aggregated),0.0,0.0
