mz,rf_perm_importance_mean,rf_perm_importance_std,gb_perm_importance_mean,gb_perm_importance_std
126.74534906981397,0.0,0.0,0.0,0.0
127.24544908981797,0.0,0.0,0.0,0.0
127.74554910982197,-0.08333333333333333,0.11785113019775792,0.0,0.0
128.24564912982595,0.0,0.0,0.0,0.0
128.74574914982995,0.0,0.0,0.0,0.0
129.24584916983397,0.0,0.0,0.0,0.0
129.74594918983797,0.0,0.0,0.0,0.0
130.24604920984194,0.0,0.0,0.0,0.0
130.74614922984597,0.0,0.0,0.0,0.0
131.24624924984997,0.0,0.0,0.0,0.0
131.746349269854,0.0,0.0,0.0,0.0
132.24644928985796,0.0,0.0,0.0,0.0
132.74654930986196,0.0,0.0,0.0,0.0
133.24664932986596,0.0,0.0,0.0,0.0
133.74674934987,0.0,0.0,0.0,0.0
134.24684936987398,0.0,0.0,0.0,0.0
134.74694938987795,0.0,0.0,0.0,0.0
135.24704940988198,0.0,0.0,0.0,0.0
135.74714942988598,0.0,0.0,0.0,0.0
136.24724944988998,0.0,0.0,0.0,0.0
136.74734946989398,0.0,0.0,0.0,0.0
137.24744948989797,0.0,0.0,0.0,0.0
137.74754950990197,0.0,0.0,0.0,0.0
138.247649529906,0.0,0.0,0.0,0.0
138.74774954990997,-0.08333333333333333,0.11785113019775792,0.0,0.0
139.24784956991397,0.0,0.0,0.0,0.0
139.74794958991797,0.0,0.0,0.0,0.0
140.248049609922,0.0,0.0,0.0,0.0
140.748149629926,0.0,0.0,0.0,0.0
141.24824964992996,0.0,0.0,0.0,0.0
141.748349669934,0.0,0.0,0.0,0.0
142.248449689938,0.0,0.0,0.0,0.0
142.748549709942,0.0,0.0,0.0,0.0
143.24864972994598,0.0,0.0,0.0,0.0
143.74874974994998,0.0,0.0,0.0,0.0
144.24884976995398,0.0,0.0,0.0,0.0
144.748949789958,0.20833333333333334,0.3864007706456543,0.20833333333333334,0.15590239111558088
145.249049809962,0.2916666666666667,0.35843021946010944,0.16666666666666666,0.23570226039551584
145.74914982996597,0.0,0.0,0.0,0.0
146.24924984997,0.0,0.0,0.0,0.0
146.749349869974,0.0,0.0,0.0,0.0
147.249449889978,0.0,0.0,0.0,0.0
147.749549909982,0.0,0.0,0.0,0.0
148.249649929986,0.0,0.0,0.0,0.0
148.74974994999,0.0,0.0,0.0,0.0
149.24984996999402,0.0,0.0,0.0,0.0
149.749949989998,0.0,0.0,0.0,0.0
150.25005001000198,0.0,0.0,0.0,0.0
150.75015003000598,0.0,0.0,0.0,0.0
151.25025005001,0.0,0.0,0.0,0.0
151.750350070014,0.0,0.0,0.0,0.0
152.25045009001798,0.0,0.0,0.0,0.0
152.750550110022,0.0,0.0,0.0,0.0
153.25065013002603,0.0,0.0,0.0,0.0
153.75075015003003,0.0,0.0,0.0,0.0
154.250850170034,0.0,0.0,0.0,0.0
154.750950190038,0.0,0.0,0.0,0.0
155.251050210042,0.0,0.0,0.0,0.0
155.75115023004602,0.0,0.0,0.0,0.0
156.25125025005002,0.0,0.0,0.0,0.0
156.751350270054,0.0,0.0,0.0,0.0
157.25145029005802,0.0,0.0,0.0,0.0
157.75155031006202,0.0,0.0,0.0,0.0
158.25165033006604,0.0,0.0,0.0,0.0
158.75175035007,0.0,0.0,0.0,0.0
159.251850370074,0.0,0.0,0.0,0.0
159.751950390078,0.0,0.0,0.0,0.0
160.252050410082,0.08333333333333333,0.11785113019775792,0.0,0.0
160.752150430086,0.0,0.0,0.0,0.0
161.25225045009,0.0,0.0,0.0,0.0
161.752350470094,-0.041666666666666664,0.05892556509887896,0.0,0.0
162.25245049009803,0.0,0.0,0.0,0.0
162.75255051010203,0.0,0.0,0.0,0.0
163.252650530106,0.0,0.0,0.0,0.0
163.75275055011002,0.0,0.0,0.0,0.0
164.25285057011402,0.0,0.0,0.0,0.0
164.75295059011805,0.0,0.0,0.0,0.0
165.25305061012205,0.0,0.0,0.0,0.0
165.75315063012602,0.0,0.0,0.0,0.0
166.25325065013004,0.0,0.0,0.0,0.0
166.75335067013404,0.0,0.0,0.0,0.0
167.25345069013798,0.0,0.0,0.0,0.0
167.753550710142,0.0,0.0,0.0,0.0
168.25365073014603,0.0,0.0,0.0,0.0
168.75375075015003,0.0,0.0,0.0,0.0
169.25385077015406,0.0,0.0,0.0,0.0
169.75395079015803,0.0,0.0,0.0,0.0
170.25405081016203,0.0,0.0,0.0,0.0
170.75415083016603,0.0,0.0,0.0,0.0
171.25425085017002,0.0,0.0,0.0,0.0
171.75435087017402,0.0,0.0,0.0,0.0
172.25445089017802,0.0,0.0,0.0,0.0
172.75455091018205,0.0,0.0,0.0,0.0
173.25465093018605,0.0,0.0,0.0,0.0
173.75475095019007,0.0,0.0,0.0,0.0
174.254850970194,0.0,0.0,0.0,0.0
174.75495099019804,0.0,0.0,0.0,0.0
175.25505101020204,0.041666666666666664,0.05892556509887896,0.20833333333333334,0.15590239111558088
175.75515103020606,0.041666666666666664,0.05892556509887896,0.16666666666666666,0.11785113019775792
176.25525105021006,0.0,0.0,0.0,0.0
176.75535107021403,0.0,0.0,0.0,0.0
177.25545109021803,0.0,0.0,0.0,0.0
177.75555111022206,0.0,0.0,0.0,0.0
178.25565113022606,0.0,0.0,0.0,0.0
178.75575115023003,0.0,0.0,0.0,0.0
179.25585117023408,0.0,0.0,0.0,0.0
179.75595119023805,0.0,0.0,0.0,0.0
180.25605121024208,0.0,0.0,0.0,0.0
180.75615123024605,0.0,0.0,0.0,0.0
181.25625125025005,0.0,0.0,0.0,0.0
181.75635127025404,0.0,0.0,0.0,0.0
182.25645129025804,0.0,0.0,0.0,0.0
182.75655131026204,0.0,0.0,0.0,0.0
183.25665133026604,0.0,0.0,0.0,0.0
183.75675135027006,0.0,0.0,0.0,0.0
184.25685137027406,0.0,0.0,0.0,0.0
184.7569513902781,0.0,0.0,0.0,0.0
185.25705141028203,0.0,0.0,0.0,0.0
185.75715143028606,0.0,0.0,0.0,0.0
186.25725145029006,0.0,0.0,0.0,0.0
186.75735147029408,0.0,0.0,0.0,0.0
187.25745149029808,0.0,0.0,0.0,0.0
187.75755151030205,0.0,0.0,0.0,0.0
188.25765153030608,0.0,0.0,0.0,0.0
188.75775155031008,0.0,0.0,0.0,0.0
189.25785157031407,0.0,0.0,0.0,0.0
189.75795159031804,0.0,0.0,0.0,0.0
190.258051610322,0.0,0.0,0.0,0.0
190.75815163032607,0.0,0.0,0.0,0.0
191.2582516503301,0.0,0.0,0.0,0.0
191.75835167033406,0.0,0.0,0.0,0.0
192.25845169033806,0.0,0.0,0.0,0.0
192.7585517103421,0.0,0.0,0.0,0.0
193.25865173034606,0.0,0.0,0.0,0.0
193.75875175035006,0.0,0.0,0.0,0.0
194.25885177035408,0.0,0.0,0.0,0.0
194.75895179035805,0.0,0.0,0.0,0.0
195.25905181036208,0.0,0.0,0.0,0.0
195.7591518303661,0.0,0.0,0.0,0.0
196.25925185037005,0.0,0.0,0.0,0.0
196.75935187037408,0.0,0.0,0.0,0.0
197.25945189037807,0.0,0.0,0.0,0.0
197.7595519103821,0.0,0.0,0.0,0.0
198.2596519303861,0.0,0.0,0.0,0.0
198.75975195039007,0.0,0.0,0.0,0.0
199.2598519703941,0.0,0.0,0.0,0.0
199.7599519903981,0.0,0.0,0.0,0.0
200.2400480096019,0.0,0.0,0.0,0.0
200.7401480296059,0.0,0.0,0.0,0.0
201.2402480496099,0.0,0.0,0.0,0.0
201.74034806961393,0.0,0.0,0.0,0.0
202.24044808961796,0.0,0.0,0.0,0.0
202.7405481096219,0.0,0.0,0.0,0.0
203.24064812962592,0.0,0.0,0.0,0.0
203.74074814962995,0.0,0.0,0.0,0.0
204.24084816963395,0.0,0.0,0.0,0.0
204.74094818963795,0.0,0.0,0.0,0.0
205.24104820964195,0.0,0.0,0.0,0.0
205.74114822964594,0.0,0.0,0.0,0.0
206.24124824964989,0.0,0.0,0.0,0.0
206.74134826965394,0.0,0.0,0.0,0.0
207.24144828965794,0.0,0.0,0.0,0.0
207.74154830966194,0.0,0.0,0.0,0.0
208.24164832966594,0.0,0.0,0.0,0.0
208.74174834966996,0.0,0.0,0.0,0.0
209.24184836967393,0.0,0.0,0.0,0.0
209.74194838967793,0.3333333333333333,0.31180478223116176,0.125,0.1767766952966369
210.24204840968196,0.25,0.2041241452319315,0.25,0.10206207261596575
210.74214842968593,0.0,0.0,0.0,0.0
211.24224844968992,-0.041666666666666664,0.05892556509887896,0.0,0.0
211.74234846969392,0.0,0.0,0.0,0.0
212.24244848969795,0.0,0.0,0.0,0.0
212.74254850970192,0.0,0.0,0.0,0.0
213.24264852970597,0.0,0.0,0.0,0.0
213.74274854970994,0.0,0.0,0.0,0.0
214.24284856971394,0.0,0.0,0.0,0.0
214.74294858971797,0.0,0.0,0.0,0.0
215.24304860972197,0.0,0.0,0.0,0.0
215.74314862972597,0.0,0.0,0.0,0.0
216.24324864972996,0.0,0.0,0.0,0.0
216.74334866973396,0.0,0.0,0.0,0.0
217.2434486897379,0.0,0.0,0.0,0.0
217.74354870974196,0.0,0.0,0.0,0.0
218.24364872974596,0.0,0.0,0.0,0.0
218.74374874974995,0.0,0.0,0.0,0.0
219.24384876975395,0.0,0.0,0.0,0.0
219.74394878975798,0.0,0.0,0.0,0.0
220.24404880976195,0.0,0.0,0.0,0.0
220.74414882976595,0.0,0.0,0.0,0.0
221.24424884976997,0.0,0.0,0.0,0.0
221.74434886977394,0.0,0.0,0.0,0.0
222.24444888977794,0.0,0.0,0.0,0.0
222.74454890978194,0.0,0.0,0.0,0.0
223.24464892978597,0.0,0.0,0.0,0.0
223.74474894978994,0.0,0.0,0.0,0.0
224.244848969794,0.0,0.0,0.0,0.0
224.74494898979796,0.0,0.0,0.0,0.0
225.24504900980196,0.0,0.0,0.0,0.0
225.745149029806,-0.041666666666666664,0.05892556509887896,0.0,0.0
226.24524904980998,-0.041666666666666664,0.05892556509887896,0.0,0.0
226.74534906981398,0.0,0.0,0.0,0.0
227.24544908981798,0.0,0.0,0.0,0.0
227.74554910982198,0.0,0.0,0.0,0.0
228.24564912982598,-0.08333333333333333,0.11785113019775792,0.0,0.0
228.74574914982998,0.0,0.0,0.0,0.0
229.24584916983397,0.0,0.0,0.0,0.0
229.74594918983797,0.0,0.0,0.0,0.0
230.24604920984197,0.0,0.0,0.0,0.0
230.746149229846,0.0,0.0,0.0,0.0
231.24624924984997,0.0,0.0,0.0,0.0
231.74634926985397,0.0,0.0,0.0,0.0
232.246449289858,0.0,0.0,0.0,0.0
232.74654930986196,0.0,0.0,0.0,0.0
233.24664932986596,0.0,0.0,0.0,0.0
233.74674934986996,0.0,0.0,0.0,0.0
234.24684936987398,0.0,0.0,0.0,0.0
234.74694938987798,0.0,0.0,0.0,0.0
235.247049409882,0.0,0.0,0.0,0.0
235.74714942988598,0.0,0.0,0.0,0.0
236.24724944988998,0.0,0.0,0.0,0.0
236.74734946989398,0.0,0.0,0.0,0.0
237.247449489898,0.0,0.0,0.0,0.0
237.747549509902,0.0,0.0,0.0,0.0
238.247649529906,0.0,0.0,0.0,0.0
238.74774954991,0.0,0.0,0.0,0.0
239.247849569914,0.0,0.0,0.0,0.0
239.747949589918,0.0,0.0,0.0,0.0
240.248049609922,0.0,0.0,0.0,0.0
240.748149629926,0.0,0.0,0.0,0.0
241.24824964993,0.0,0.0,0.0,0.0
241.74834966993402,0.0,0.0,0.0,0.0
242.24844968993798,0.0,0.0,0.0,0.0
242.74854970994198,0.0,0.0,0.0,0.0
243.248649729946,0.0,0.0,0.0,0.0
243.74874974994998,0.0,0.0,0.0,0.0
244.24884976995398,0.0,0.0,0.0,0.0
244.74894978995798,0.0,0.0,0.0,0.0
245.249049809962,0.0,0.0,0.0,0.0
245.749149829966,0.0,0.0,0.0,0.0
246.24924984997003,0.0,0.0,0.0,0.0
246.749349869974,0.0,0.0,0.0,0.0
247.249449889978,-0.041666666666666664,0.05892556509887896,0.0,0.0
247.749549909982,-0.08333333333333333,0.11785113019775792,0.0,0.0
248.24964992998602,0.0,0.0,0.0,0.0
248.74974994999002,0.0,0.0,0.0,0.0
249.24984996999402,0.0,0.0,0.0,0.0
249.74994998999802,-0.041666666666666664,0.05892556509887896,0.0,0.0
250.250050010002,0.0,0.0,0.0,0.0
250.750150030006,0.0,0.0,0.0,0.0
251.25025005001,0.0,0.0,0.0,0.0
251.750350070014,0.0,0.0,0.0,0.0
252.250450090018,0.0,0.0,0.0,0.0
252.75055011002203,0.0,0.0,0.0,0.0
253.250650130026,0.0,0.0,0.0,0.0
253.75075015003,0.0,0.0,0.0,0.0
254.25085017003403,0.041666666666666664,0.05892556509887896,0.0,0.0
254.750950190038,0.0,0.0,0.0,0.0
255.251050210042,0.0,0.0,0.0,0.0
255.751150230046,0.0,0.0,0.0,0.0
256.2512502500501,0.0,0.0,0.0,0.0
256.75135027005405,0.0,0.0,0.0,0.0
257.251450290058,0.0,0.0,0.0,0.0
257.75155031006204,0.0,0.0,0.0,0.0
258.251650330066,0.0,0.0,0.0,0.0
258.75175035007004,0.0,0.0,0.0,0.0
259.251850370074,0.0,0.0,0.0,0.0
259.751950390078,0.0,0.0,0.0,0.0
260.25205041008206,0.0,0.0,0.0,0.0
260.75215043008603,0.0,0.0,0.0,0.0
261.25225045009,0.0,0.0,0.0,0.0
261.752350470094,0.0,0.0,0.0,0.0
262.25245049009806,0.0,0.0,0.0,0.0
262.752550510102,0.0,0.0,0.0,0.0
263.25265053010605,0.0,0.0,0.0,0.0
263.75275055011,0.0,0.0,0.0,0.0
264.252850570114,0.0,0.0,0.0,0.0
264.752950590118,0.0,0.0,0.0,0.0
265.25305061012205,0.0,0.0,0.0,0.0
265.753150630126,0.0,0.0,0.041666666666666664,0.05892556509887896
266.25325065013,0.0,0.0,0.0,0.0
266.753350670134,0.0,0.0,0.0,0.0
267.2534506901381,0.0,0.0,0.0,0.0
267.75355071014206,0.0,0.0,0.0,0.0
268.25365073014603,0.0,0.0,0.0,0.0
268.75375075015006,0.0,0.0,0.0,0.0
269.25385077015403,0.0,0.0,0.0,0.0
269.75395079015806,0.0,0.0,0.0,0.0
270.254050810162,0.0,0.0,0.0,0.0
270.754150830166,0.0,0.0,0.0,0.0
271.2542508501701,0.0,0.0,0.0,0.0
271.75435087017405,0.0,0.0,0.0,0.0
272.254450890178,0.0,0.0,0.0,0.0
272.754550910182,0.0,0.0,0.0,0.0
273.2546509301861,-0.041666666666666664,0.05892556509887896,0.0,0.0
273.75475095019004,0.0,0.0,0.0,0.0
274.25485097019407,0.0,0.0,0.0,0.0
274.75495099019804,-0.041666666666666664,0.05892556509887896,0.0,0.0
275.255051010202,0.0,0.0,0.0,0.0
275.75515103020604,0.0,0.0,0.0,0.0
276.25525105021006,0.0,0.0,0.0,0.0
276.75535107021403,0.0,0.0,0.0,0.0
277.255451090218,0.0,0.0,0.0,0.0
277.75555111022203,0.0,0.0,0.0,0.0
278.2556511302261,0.0,0.0,0.0,0.0
278.7557511502301,0.0,0.0,0.0,0.0
279.25585117023405,0.0,0.0,0.0,0.0
279.7559511902381,0.0,0.0,0.0,0.0
280.25605121024205,0.0,0.0,0.0,0.0
280.7561512302461,0.0,0.0,0.0,0.0
281.25625125025005,0.0,0.0,0.0,0.0
281.756351270254,0.0,0.0,0.0,0.0
282.2564512902581,0.0,0.0,0.0,0.0
282.75655131026207,0.0,0.0,0.0,0.0
283.25665133026604,0.0,0.0,0.0,0.0
283.75675135027,0.0,0.0,0.0,0.0
284.2568513702741,0.0,0.0,0.0,0.0
284.75695139027806,0.0,0.0,0.0,0.0
285.2570514102821,-0.041666666666666664,0.05892556509887896,0.0,0.0
285.75715143028606,0.0,0.0,0.0,0.0
286.25725145029,0.0,0.0,0.0,0.0
286.75735147029405,0.0,0.0,0.0,0.0
287.2574514902981,0.0,0.0,0.0,0.0
287.75755151030205,0.0,0.0,0.0,0.0
288.257651530306,0.0,0.0,0.0,0.0
288.75775155031005,0.0,0.0,0.0,0.0
289.25785157031413,0.0,0.0,0.0,0.0
289.7579515903181,0.0,0.0,0.0,0.0
290.25805161032207,0.0,0.0,0.0,0.0
290.7581516303261,0.0,0.0,0.0,0.0
291.25825165033007,0.0,0.0,0.0,0.0
291.7583516703341,0.0,0.0,0.0,0.0
292.25845169033806,0.0,0.0,0.0,0.0
292.75855171034203,0.0,0.0,0.0,0.0
293.2586517303461,0.0,0.0,0.0,0.0
293.7587517503501,0.0,0.0,0.0,0.0
294.25885177035406,0.0,0.0,0.0,0.0
294.758951790358,0.0,0.0,0.0,0.0
295.2590518103621,0.0,0.0,0.0,0.0
295.7591518303661,0.0,0.0,0.0,0.0
296.2592518503701,0.0,0.0,0.0,0.0
296.7593518703741,0.0,0.0,0.0,0.0
297.25945189037805,0.0,0.0,0.0,0.0
297.7595519103821,-0.08333333333333333,0.11785113019775792,0.0,0.0
298.2596519303861,0.0,0.0,0.0,0.0
298.75975195039007,-0.041666666666666664,0.05892556509887896,0.0,0.0
299.25985197039404,0.0,0.0,0.0,0.0
299.7399479895979,0.0,0.0,0.0,0.0
