mz,intensity
174.5,40.9
175.0,26.4
175.5,22.0
176.0,52.5
176.5,13.3
177.0,28.8
177.5,16.0
178.0,20.5
178.5,20.8
179.0,36.8
179.5,13.8
180.0,16.2
180.5,10.6
181.0,24.4
181.5,16.7
182.0,23.8
182.5,13.1
183.0,17.4
183.5,30.4
184.0,18.7
184.5,25.8
185.0,24.8
185.5,17.4
186.0,10.8
186.5,29.8
187.0,21.5
187.5,29.8
188.0,9.0
188.5,10.4
189.0,8.5
189.5,14.1
190.0,30.5
190.5,25.2
191.0,19.8
191.5,21.2
192.0,27.2
192.5,17.8
193.0,23.5
193.5,21.2
194.0,8.4
194.5,17.2
195.0,34.6
195.5,17.1
196.0,19.0
196.5,15.8
197.0,16.5
197.5,31.5
198.0,18.0
198.5,13.3
199.0,5.8
199.5,16.0
200.0,9.1
200.5,9.7
201.0,27.6
201.5,26.7
202.0,9.3
202.5,28.2
203.0,24.1
203.5,14.7
204.0,26.9
204.5,10.5
205.0,12.4
205.5,11.3
206.0,12.9
206.5,28.6
207.0,11.8
207.5,12.7
208.0,13.7
208.5,21.7
209.0,17.5
209.5,28.4
210.0,5660.1
210.5,12.0
211.0,16.4
211.5,20.4
212.0,13.8
212.5,22.4
213.0,41.5
213.5,15.9
214.0,20.4
214.5,34.4
215.0,15.4
215.5,14.3
216.0,12.9
216.5,23.4
217.0,24.5
217.5,18.8
218.0,20.3
218.5,33.2
219.0,28.2
219.5,11.4
220.0,19.9
220.5,20.8
221.0,26.6
221.5,18.2
222.0,15.4
222.5,16.6
223.0,9.8
223.5,19.7
224.0,15.7
224.5,23.9
225.0,13.2
225.5,16.7
226.0,13.4
226.5,13.0
227.0,26.2
227.5,16.5
228.0,23.7
228.5,12.7
229.0,20.6
229.5,10.1
230.0,16.3
230.5,16.2
231.0,25.0
231.5,21.3
232.0,18.4
232.5,27.6
233.0,21.3
233.5,24.5
234.0,26.8
234.5,19.2
235.0,17.6
235.5,22.5
236.0,16.7
236.5,23.0
237.0,30.7
237.5,27.8
238.0,16.9
238.5,11.8
239.0,19.3
239.5,18.8
240.0,30.7
240.5,16.9
241.0,18.1
241.5,26.5
242.0,16.3
242.5,18.5
243.0,39.1
243.5,35.7
244.0,25.4
244.5,21.9
245.0,13.4
245.5,24.6
246.0,20.2
246.5,21.5
247.0,16.0
247.5,19.6
248.0,18.3
248.5,22.4
249.0,34.9
249.5,22.8
250.0,10.2
250.5,13.4
251.0,10.5
251.5,14.4
252.0,24.6
252.5,23.1
253.0,15.5
253.5,21.9
254.0,14.6
254.5,11.2
255.0,11.2
255.5,14.0
256.0,34.7
256.5,11.5
257.0,32.4
257.5,33.5
258.0,18.3
258.5,19.3
259.0,15.4
259.5,19.5
260.0,25.6
260.5,19.8
261.0,29.3
261.5,31.6
262.0,22.6
262.5,22.4
263.0,19.2
263.5,22.6
264.0,12.6
264.5,23.1
265.0,21.4
265.5,13.9
266.0,46.5
266.5,13.4
267.0,13.9
267.5,22.0
268.0,9.1
268.5,14.3
269.0,10.7
269.5,13.4
270.0,18.7
270.5,22.3
271.0,30.6
271.5,27.1
272.0,31.6
272.5,24.9
273.0,16.3
273.5,30.7
274.0,16.2
274.5,15.4
275.0,36.2
275.5,26.9
276.0,21.5
276.5,26.5
277.0,27.9
277.5,11.4
278.0,18.9
278.5,12.3
279.0,20.6
279.5,15.0
280.0,33.8
280.5,24.2
281.0,14.2
281.5,19.5
282.0,12.1
282.5,20.0
283.0,24.5
283.5,21.8
284.0,9.1
284.5,17.2
285.0,24.1
285.5,22.2
286.0,31.2
286.5,11.8
287.0,24.2
287.5,15.1
288.0,21.2
288.5,23.1
289.0,25.8
289.5,15.6
290.0,21.1
290.5,12.3
291.0,11.2
291.5,24.5
292.0,19.2
292.5,10.3
293.0,14.0
293.5,19.8
294.0,36.6
294.5,29.8
295.0,27.0
295.5,9.6
296.0,18.9
296.5,23.8
297.0,23.0
297.5,23.2
298.0,17.9
298.5,39.6
299.0,35.4
299.5,18.9
300.0,13.3
