mz,intensity
250.5,31.8
251.0,11.0
251.5,14.0
252.0,10.9
252.5,31.8
253.0,26.5
253.5,27.5
254.0,14.6
254.5,13.0
255.0,21.4
255.5,21.6
256.0,14.7
256.5,22.0
257.0,26.8
257.5,22.7
258.0,13.7
258.5,8.9
259.0,18.7
259.5,22.1
260.0,18.7
260.5,17.5
261.0,15.7
261.5,27.6
262.0,20.3
262.5,21.8
263.0,14.1
263.5,16.2
264.0,22.1
264.5,13.9
265.0,12.5
265.5,18.2
266.0,33.5
266.5,22.4
267.0,37.2
267.5,19.7
268.0,18.3
268.5,11.9
269.0,16.5
269.5,36.8
270.0,23.6
270.5,27.8
271.0,27.5
271.5,20.7
272.0,19.1
272.5,21.8
273.0,27.1
273.5,24.9
274.0,25.3
274.5,22.1
275.0,15.2
275.5,18.7
276.0,14.2
276.5,31.0
277.0,8.9
277.5,19.0
278.0,53.9
278.5,18.1
279.0,13.2
279.5,20.6
280.0,34.7
280.5,19.5
281.0,26.5
281.5,21.6
282.0,17.9
282.5,73.1
283.0,21.3
283.5,16.7
284.0,17.0
284.5,24.2
285.0,24.4
285.5,28.2
286.0,21.9
286.5,11.7
287.0,25.7
287.5,18.3
288.0,18.5
288.5,11.5
289.0,16.5
289.5,15.5
290.0,20.4
290.5,11.6
291.0,21.2
291.5,21.8
292.0,13.3
292.5,16.2
293.0,14.7
293.5,29.8
294.0,7.5
294.5,18.1
295.0,10.7
295.5,17.5
296.0,29.1
296.5,16.1
297.0,21.9
297.5,14.8
298.0,45.1
298.5,29.9
299.0,32.6
299.5,12.2
300.0,13.4
