mz,intensity
175.0,18.8
175.5,15.9
176.0,27.1
176.5,17.3
177.0,16.3
177.5,15.4
178.0,25.9
178.5,16.8
179.0,10.6
179.5,26.6
180.0,15.7
180.5,23.9
181.0,24.1
181.5,33.6
182.0,31.5
182.5,16.5
183.0,19.4
183.5,12.4
184.0,40.6
184.5,24.7
185.0,36.2
185.5,18.3
186.0,9.1
186.5,38.3
187.0,21.5
187.5,21.9
188.0,21.2
188.5,26.8
189.0,25.7
189.5,11.0
190.0,32.0
190.5,16.8
191.0,17.2
191.5,41.4
192.0,30.0
192.5,18.1
193.0,9.9
193.5,22.1
194.0,25.7
194.5,20.1
195.0,12.6
195.5,15.1
196.0,12.6
196.5,22.6
197.0,28.8
197.5,31.3
198.0,15.5
198.5,22.8
199.0,25.9
199.5,16.9
200.0,19.5
200.5,48.5
201.0,22.5
201.5,29.5
202.0,17.4
202.5,21.1
203.0,10.4
203.5,20.5
204.0,33.4
204.5,48.0
205.0,33.5
205.5,27.3
206.0,21.2
206.5,16.3
207.0,19.5
207.5,26.5
208.0,15.2
208.5,30.1
209.0,14.0
209.5,10.2
210.0,5070.9
210.5,10.7
211.0,12.0
211.5,32.6
212.0,19.1
212.5,22.6
213.0,33.0
213.5,34.3
214.0,16.9
214.5,35.3
215.0,24.2
215.5,20.8
216.0,24.8
216.5,11.7
217.0,15.1
217.5,19.9
218.0,26.5
218.5,17.9
219.0,19.7
219.5,30.6
220.0,36.5
220.5,28.2
221.0,34.4
221.5,17.6
222.0,18.3
222.5,23.6
223.0,18.4
223.5,16.9
224.0,40.2
224.5,19.1
225.0,14.1
225.5,25.2
226.0,43.2
226.5,21.4
227.0,33.9
227.5,17.4
228.0,17.0
228.5,15.7
229.0,19.6
229.5,43.2
230.0,13.1
230.5,39.9
231.0,13.9
231.5,18.9
232.0,29.0
232.5,26.7
233.0,23.2
233.5,10.7
234.0,24.0
234.5,13.8
235.0,58.0
235.5,19.0
236.0,22.4
236.5,13.1
237.0,17.1
237.5,12.4
238.0,30.7
238.5,18.7
239.0,26.0
239.5,15.8
240.0,17.0
240.5,34.7
241.0,14.1
241.5,10.1
242.0,24.4
242.5,13.1
243.0,17.4
243.5,29.9
244.0,14.9
244.5,29.5
245.0,15.8
245.5,37.7
246.0,35.2
246.5,17.2
247.0,19.0
247.5,14.9
248.0,22.5
248.5,32.8
249.0,11.6
249.5,29.9
250.0,12.2
250.5,14.7
251.0,10.1
251.5,48.1
252.0,21.2
252.5,22.9
253.0,15.8
253.5,31.8
254.0,8.9
254.5,21.0
255.0,50.1
255.5,17.8
256.0,20.9
256.5,27.1
257.0,15.0
257.5,20.9
258.0,30.5
258.5,22.4
259.0,24.1
259.5,18.0
260.0,23.5
260.5,21.2
261.0,37.1
261.5,27.7
262.0,18.8
262.5,7.8
263.0,27.6
263.5,28.1
264.0,14.4
264.5,9.3
265.0,13.1
265.5,30.0
266.0,13.5
266.5,17.3
267.0,22.7
267.5,33.8
268.0,20.6
268.5,19.9
269.0,16.7
269.5,39.8
270.0,31.8
270.5,20.0
271.0,11.9
271.5,15.1
272.0,26.2
272.5,15.5
273.0,29.6
273.5,24.0
274.0,23.3
274.5,26.9
275.0,25.3
275.5,14.7
276.0,18.2
276.5,52.9
277.0,12.8
277.5,17.2
278.0,31.8
278.5,19.5
279.0,15.0
279.5,12.2
280.0,25.7
280.5,31.2
281.0,36.3
281.5,21.2
282.0,31.5
282.5,13.7
283.0,22.2
283.5,15.8
284.0,22.2
284.5,28.0
285.0,31.8
285.5,14.0
286.0,34.4
286.5,17.2
287.0,13.8
287.5,19.4
288.0,11.6
288.5,20.8
289.0,23.3
289.5,19.1
290.0,25.7
290.5,18.3
291.0,20.8
291.5,11.7
292.0,21.1
292.5,14.8
293.0,17.3
293.5,20.0
294.0,22.4
294.5,10.7
295.0,11.1
295.5,18.4
296.0,25.1
296.5,24.0
297.0,29.6
297.5,34.9
298.0,25.3
298.5,20.6
299.0,13.7
299.5,14.2
300.0,17.2
