mz,intensity
251.0,43.4
251.5,39.8
252.0,25.2
252.5,26.4
253.0,8.9
253.5,25.9
254.0,18.6
254.5,23.9
255.0,26.4
255.5,17.5
256.0,10.2
256.5,23.3
257.0,14.9
257.5,17.6
258.0,15.8
258.5,17.5
259.0,8.0
259.5,32.7
260.0,22.2
260.5,31.3
261.0,44.3
261.5,20.3
262.0,9.8
262.5,14.0
263.0,12.4
263.5,16.4
264.0,20.7
264.5,9.0
265.0,23.0
265.5,11.0
266.0,22.6
266.5,19.2
267.0,17.7
267.5,19.5
268.0,16.2
268.5,15.7
269.0,10.2
269.5,19.9
270.0,42.0
270.5,44.4
271.0,34.1
271.5,26.6
272.0,15.3
272.5,35.8
273.0,19.6
273.5,19.5
274.0,17.9
274.5,20.8
275.0,16.9
275.5,19.4
276.0,13.0
276.5,17.3
277.0,50.0
277.5,19.5
278.0,18.3
278.5,24.9
279.0,26.7
279.5,12.9
280.0,18.5
280.5,29.0
281.0,22.4
281.5,21.1
282.0,37.4
282.5,15.3
283.0,20.8
283.5,16.3
284.0,36.5
284.5,9.2
285.0,15.4
285.5,16.3
286.0,26.2
286.5,25.6
287.0,35.1
287.5,10.7
288.0,27.1
288.5,17.9
289.0,15.4
289.5,24.9
290.0,13.9
290.5,8.8
291.0,17.3
291.5,11.0
292.0,15.5
292.5,23.3
293.0,22.8
293.5,37.9
294.0,18.5
294.5,10.9
295.0,14.8
295.5,13.9
296.0,12.3
296.5,23.9
297.0,15.5
297.5,9.1
298.0,26.5
298.5,19.2
299.0,23.2
299.5,21.0
300.0,25.9
