mz,intensity
281.0,20.5
281.5,10.2
282.0,23.5
282.5,9.2
283.0,11.4
283.5,28.3
284.0,26.6
284.5,18.9
285.0,10.1
285.5,17.3
286.0,15.3
286.5,25.9
287.0,49.6
287.5,21.9
288.0,14.7
288.5,12.6
289.0,19.6
289.5,18.7
290.0,12.7
290.5,21.0
291.0,12.7
291.5,31.3
292.0,30.7
292.5,31.0
293.0,16.6
293.5,24.7
294.0,19.1
294.5,17.2
295.0,17.5
295.5,11.9
296.0,11.3
296.5,27.6
297.0,18.6
297.5,21.9
298.0,30.0
298.5,10.0
299.0,14.7
299.5,21.5
300.0,23.5
