mz,intensity
235.5,26.6
236.0,16.3
236.5,14.3
237.0,23.0
237.5,19.7
238.0,30.9
238.5,59.3
239.0,28.7
239.5,20.2
240.0,19.1
240.5,14.6
241.0,14.3
241.5,13.7
242.0,17.5
242.5,17.3
243.0,27.6
243.5,17.5
244.0,19.0
244.5,12.6
245.0,39.6
245.5,25.1
246.0,42.0
246.5,28.2
247.0,37.2
247.5,18.6
248.0,27.3
248.5,60.5
249.0,12.6
249.5,32.8
250.0,40.5
250.5,24.3
251.0,27.9
251.5,34.2
252.0,15.7
252.5,24.2
253.0,14.4
253.5,15.6
254.0,15.9
254.5,19.3
255.0,21.8
255.5,24.7
256.0,11.5
256.5,46.1
257.0,32.9
257.5,27.6
258.0,17.7
258.5,19.8
259.0,25.7
259.5,24.3
260.0,10.3
260.5,27.8
261.0,67.8
261.5,9.6
262.0,30.8
262.5,23.9
263.0,19.6
263.5,36.0
264.0,12.6
264.5,21.9
265.0,37.4
265.5,18.9
266.0,17.3
266.5,21.5
267.0,17.1
267.5,38.7
268.0,14.1
268.5,29.4
269.0,12.3
269.5,27.0
270.0,19.6
270.5,7.1
271.0,20.5
271.5,13.2
272.0,17.1
272.5,38.6
273.0,13.0
273.5,13.3
274.0,37.1
274.5,21.5
275.0,38.7
275.5,23.4
276.0,14.3
276.5,20.0
277.0,34.0
277.5,30.2
278.0,20.5
278.5,20.9
279.0,19.6
279.5,16.2
280.0,45.4
280.5,20.6
281.0,12.9
281.5,16.9
282.0,27.7
282.5,26.7
283.0,19.4
283.5,15.6
284.0,20.7
284.5,10.3
285.0,12.0
285.5,28.5
286.0,16.8
286.5,23.9
287.0,33.9
287.5,26.8
288.0,20.7
288.5,49.2
289.0,27.0
289.5,17.7
290.0,27.7
290.5,24.3
291.0,14.4
291.5,21.1
292.0,19.2
292.5,9.1
293.0,19.1
293.5,18.3
294.0,17.1
294.5,10.4
295.0,17.7
295.5,20.2
296.0,21.4
296.5,12.9
297.0,26.6
297.5,12.4
298.0,18.7
298.5,35.1
299.0,15.4
299.5,16.6
300.0,31.9
